time,temperature_2m,relative_humidity_2m,precipitation,city
2026-08-25 11:00:00,28.5,62,0.1,Hyderabad
2026-08-25 12:00:00,29.2,58,0.1,Hyderabad
2026-08-25 13:00:00,29.8,55,0.1,Hyderabad
2026-08-25 14:00:00,30.1,54,0.1,Hyderabad
2026-08-25 15:00:00,29.9,55,0.2,Hyderabad
2026-08-25 16:00:00,29.4,58,0.2,Hyderabad
2026-08-25 17:00:00,28.8,62,0.2,Hyderabad
2026-08-25 18:00:00,28.1,66,0.0,Hyderabad
2026-08-25 19:00:00,27.4,70,0.0,Hyderabad
2026-08-25 20:00:00,26.8,73,0.0,Hyderabad
2026-08-25 21:00:00,26.4,74,0.0,Hyderabad
2026-08-25 22:00:00,26.1,75,0.0,Hyderabad
2026-08-25 23:00:00,25.8,76,0.0,Hyderabad
2026-08-26 00:00:00,25.4,77,0.0,Hyderabad
2026-08-26 01:00:00,25.1,79,0.0,Hyderabad
2026-08-26 02:00:00,24.8,80,0.0,Hyderabad
2026-08-26 03:00:00,24.3,82,0.0,Hyderabad
2026-08-26 04:00:00,23.9,83,0.0,Hyderabad
2026-08-26 05:00:00,23.6,83,0.0,Hyderabad
2026-08-26 06:00:00,23.7,83,0.0,Hyderabad
2026-08-26 07:00:00,23.9,82,0.0,Hyderabad
2026-08-26 08:00:00,24.3,79,0.0,Hyderabad
2026-08-26 09:00:00,25.1,75,0.0,Hyderabad
2026-08-26 10:00:00,26.1,71,0.0,Hyderabad
2026-08-26 11:00:00,26.8,68,0.0,Hyderabad
2026-08-26 12:00:00,29.0,56,0.1,Hyderabad
2026-08-26 13:00:00,29.4,55,0.1,Hyderabad
2026-08-26 14:00:00,29.7,54,0.1,Hyderabad
2026-08-26 15:00:00,29.9,54,0.1,Hyderabad
2026-08-26 16:00:00,30.0,54,0.1,Hyderabad
2026-08-26 17:00:00,29.9,55,0.1,Hyderabad
2026-08-26 18:00:00,29.6,56,0.0,Hyderabad
2026-08-26 19:00:00,29.2,58,0.0,Hyderabad
2026-08-26 20:00:00,28.6,60,0.0,Hyderabad
2026-08-26 21:00:00,28.0,63,0.0,Hyderabad
2026-08-26 22:00:00,27.3,66,0.0,Hyderabad
2026-08-26 23:00:00,26.7,69,0.0,Hyderabad
2026-08-20 00:00:00,27.5,86,0.0,Chennai
2026-08-20 01:00:00,26.8,88,0.0,Chennai
2026-08-20 02:00:00,26.7,88,0.0,Chennai
2026-08-20 03:00:00,26.7,89,0.0,Chennai
2026-08-20 04:00:00,26.6,91,0.0,Chennai
2026-08-20 05:00:00,27.3,85,0.1,Chennai
2026-08-20 06:00:00,27.4,84,0.0,Chennai
2026-08-20 07:00:00,28.7,78,0.0,Chennai
2026-08-20 08:00:00,30.6,68,0.0,Chennai
2026-08-20 09:00:00,32.3,59,0.0,Chennai
2026-08-20 10:00:00,33.8,54,0.0,Chennai
2026-08-20 11:00:00,34.8,50,0.0,Chennai
2026-08-20 12:00:00,35.3,48,0.0,Chennai
2026-08-20 13:00:00,35.8,45,0.0,Chennai
2026-08-20 14:00:00,34.9,47,0.5,Chennai
2026-08-20 15:00:00,32.5,60,0.7,Chennai
2026-08-20 16:00:00,31.0,69,0.5,Chennai
2026-08-20 17:00:00,30.8,66,0.1,Chennai
2026-08-20 18:00:00,30.2,73,0.0,Chennai
2026-08-20 19:00:00,29.7,79,0.0,Chennai
2026-08-20 20:00:00,29.3,83,0.0,Chennai
2026-08-20 21:00:00,28.8,79,0.0,Chennai
2026-08-20 22:00:00,28.1,79,0.0,Chennai
2026-08-20 23:00:00,26.8,83,0.0,Chennai
2026-08-21 00:00:00,25.0,94,1.7,Chennai
2026-08-21 01:00:00,25.2,93,1.1,Chennai
2026-08-21 02:00:00,25.2,94,0.5,Chennai
2026-08-21 03:00:00,25.3,94,0.1,Chennai
2026-08-21 04:00:00,25.4,94,0.0,Chennai
2026-08-21 05:00:00,25.5,93,0.0,Chennai
2026-08-21 06:00:00,25.9,90,0.0,Chennai
2026-08-21 07:00:00,27.3,86,0.0,Chennai
2026-08-21 08:00:00,29.2,74,0.0,Chennai
2026-08-21 09:00:00,30.8,62,0.0,Chennai
2026-08-21 10:00:00,32.0,57,0.0,Chennai
2026-08-21 11:00:00,33.0,53,0.0,Chennai
2026-08-21 12:00:00,34.0,51,0.0,Chennai
2026-08-21 13:00:00,34.8,48,0.0,Chennai
2026-08-21 14:00:00,35.0,48,0.0,Chennai
2026-08-21 15:00:00,34.4,49,0.0,Chennai
2026-08-21 16:00:00,32.6,56,0.3,Chennai
2026-08-21 17:00:00,31.7,59,0.1,Chennai
2026-08-21 18:00:00,30.4,69,0.1,Chennai
2026-08-21 19:00:00,29.6,73,0.0,Chennai
2026-08-21 20:00:00,29.1,74,0.0,Chennai
2026-08-21 21:00:00,28.7,75,0.0,Chennai
2026-08-21 22:00:00,28.5,74,0.0,Chennai
2026-08-21 23:00:00,27.8,76,0.2,Chennai
2026-08-22 00:00:00,27.2,78,0.1,Chennai
2026-08-22 01:00:00,27.5,78,0.0,Chennai
2026-08-22 02:00:00,27.5,79,0.0,Chennai
2026-08-22 03:00:00,27.1,80,0.0,Chennai
2026-08-22 04:00:00,26.9,82,0.0,Chennai
2026-08-22 05:00:00,26.8,81,0.0,Chennai
2026-08-22 06:00:00,26.8,73,0.0,Chennai
2026-08-22 07:00:00,28.0,66,0.0,Chennai
2026-08-22 08:00:00,29.8,58,0.0,Chennai
2026-08-22 09:00:00,31.3,53,0.0,Chennai
2026-08-22 10:00:00,32.5,50,0.0,Chennai
2026-08-22 11:00:00,33.6,48,0.0,Chennai
2026-08-22 12:00:00,34.9,43,0.0,Chennai
2026-08-22 13:00:00,35.9,40,0.0,Chennai
2026-08-22 14:00:00,36.4,38,0.0,Chennai
2026-08-22 15:00:00,35.2,43,0.1,Chennai
2026-08-22 16:00:00,33.8,55,0.1,Chennai
2026-08-22 17:00:00,32.5,63,0.0,Chennai
2026-08-22 18:00:00,30.9,70,0.0,Chennai
2026-08-22 19:00:00,30.3,69,0.1,Chennai
2026-08-22 20:00:00,27.7,77,0.4,Chennai
2026-08-22 21:00:00,26.3,87,2.0,Chennai
2026-08-22 22:00:00,26.4,85,0.4,Chennai
2026-08-22 23:00:00,25.4,92,1.8,Chennai
2026-08-23 00:00:00,25.5,91,0.3,Chennai
2026-08-23 01:00:00,25.4,92,0.1,Chennai
2026-08-23 02:00:00,25.4,93,0.0,Chennai
2026-08-23 03:00:00,25.8,88,0.0,Chennai
2026-08-23 04:00:00,26.0,89,0.0,Chennai
2026-08-23 05:00:00,25.9,90,0.0,Chennai
2026-08-23 06:00:00,26.1,89,0.0,Chennai
2026-08-23 07:00:00,27.3,83,0.0,Chennai
2026-08-23 08:00:00,29.2,70,0.0,Chennai
2026-08-23 09:00:00,30.8,60,0.0,Chennai
2026-08-23 10:00:00,32.0,56,0.0,Chennai
2026-08-23 11:00:00,33.1,54,0.0,Chennai
2026-08-23 12:00:00,34.1,51,0.0,Chennai
2026-08-23 13:00:00,34.6,49,0.1,Chennai
2026-08-23 14:00:00,35.3,48,0.0,Chennai
2026-08-23 15:00:00,35.0,48,0.0,Chennai
2026-08-23 16:00:00,32.7,64,0.1,Chennai
2026-08-23 17:00:00,31.1,73,0.2,Chennai
2026-08-23 18:00:00,30.1,76,0.0,Chennai
2026-08-23 19:00:00,28.4,81,0.7,Chennai
2026-08-23 20:00:00,27.0,93,3.1,Chennai
2026-08-23 21:00:00,26.8,90,0.2,Chennai
2026-08-23 22:00:00,26.0,89,0.1,Chennai
2026-08-23 23:00:00,24.7,96,2.4,Chennai
2026-08-24 00:00:00,24.9,98,0.7,Chennai
2026-08-24 01:00:00,25.1,98,0.2,Chennai
2026-08-24 02:00:00,25.5,96,0.0,Chennai
2026-08-24 03:00:00,25.5,94,0.0,Chennai
2026-08-24 04:00:00,25.5,92,0.0,Chennai
2026-08-24 05:00:00,25.4,92,0.0,Chennai
2026-08-24 06:00:00,26.3,86,0.0,Chennai
2026-08-24 07:00:00,27.5,80,0.0,Chennai
2026-08-24 08:00:00,28.8,73,0.0,Chennai
2026-08-24 09:00:00,30.3,65,0.0,Chennai
2026-08-24 10:00:00,31.9,58,0.0,Chennai
2026-08-24 11:00:00,33.2,53,0.0,Chennai
2026-08-24 12:00:00,34.0,49,0.0,Chennai
2026-08-24 13:00:00,34.6,47,0.0,Chennai
2026-08-24 14:00:00,34.4,48,0.0,Chennai
2026-08-24 15:00:00,33.3,55,0.4,Chennai
2026-08-24 16:00:00,31.5,67,0.4,Chennai
2026-08-24 17:00:00,29.9,78,0.4,Chennai
2026-08-24 18:00:00,29.0,83,0.4,Chennai
2026-08-24 19:00:00,28.2,85,0.4,Chennai
2026-08-24 20:00:00,27.7,86,0.4,Chennai
2026-08-24 21:00:00,27.2,88,0.1,Chennai
2026-08-24 22:00:00,26.9,89,0.1,Chennai
2026-08-24 23:00:00,26.7,89,0.1,Chennai
2026-08-25 00:00:00,26.6,88,0.0,Chennai
2026-08-25 01:00:00,26.5,86,0.0,Chennai
2026-08-25 02:00:00,26.5,85,0.0,Chennai
2026-08-25 03:00:00,26.4,84,0.0,Chennai
2026-08-25 04:00:00,26.4,83,0.0,Chennai
2026-08-25 05:00:00,26.6,81,0.0,Chennai
2026-08-25 06:00:00,27.1,78,0.0,Chennai
2026-08-25 07:00:00,27.8,75,0.0,Chennai
2026-08-25 08:00:00,28.7,71,0.0,Chennai
2026-08-25 09:00:00,29.9,65,0.0,Chennai
2026-08-25 10:00:00,31.4,58,0.0,Chennai
2026-08-25 11:00:00,32.6,54,0.0,Chennai
2026-08-25 12:00:00,33.5,51,0.0,Chennai
2026-08-25 13:00:00,34.2,50,0.0,Chennai
2026-08-25 14:00:00,34.2,51,0.0,Chennai
2026-08-25 15:00:00,33.2,56,0.2,Chennai
2026-08-25 16:00:00,31.6,64,0.2,Chennai
2026-08-25 17:00:00,30.1,72,0.2,Chennai
2026-08-25 18:00:00,28.9,76,0.1,Chennai
2026-08-25 19:00:00,27.9,79,0.1,Chennai
2026-08-25 20:00:00,27.2,81,0.1,Chennai
2026-08-25 21:00:00,26.9,82,0.0,Chennai
2026-08-25 22:00:00,26.9,83,0.0,Chennai
2026-08-25 23:00:00,26.9,83,0.0,Chennai
2026-08-26 00:00:00,26.8,84,0.0,Chennai
2026-08-26 01:00:00,26.6,84,0.0,Chennai
2026-08-26 02:00:00,26.5,84,0.0,Chennai
2026-08-26 03:00:00,26.5,82,0.0,Chennai
2026-08-26 04:00:00,26.6,79,0.0,Chennai
2026-08-26 05:00:00,26.9,75,0.0,Chennai
2026-08-26 06:00:00,27.4,74,0.0,Chennai
2026-08-26 07:00:00,28.0,72,0.0,Chennai
2026-08-26 08:00:00,28.9,69,0.0,Chennai
2026-08-26 09:00:00,30.3,63,0.0,Chennai
2026-08-26 10:00:00,31.9,56,0.0,Chennai
2026-08-26 11:00:00,33.0,52,0.0,Chennai
2026-08-26 12:00:00,34.3,47,0.2,Chennai
2026-08-26 13:00:00,34.5,47,0.2,Chennai
2026-08-26 14:00:00,34.5,48,0.2,Chennai
2026-08-26 15:00:00,34.3,49,0.2,Chennai
2026-08-26 16:00:00,33.9,51,0.2,Chennai
2026-08-26 17:00:00,33.4,54,0.2,Chennai
2026-08-26 18:00:00,32.5,57,0.3,Chennai
2026-08-26 19:00:00,31.3,62,0.3,Chennai
2026-08-26 20:00:00,30.0,67,0.3,Chennai
2026-08-26 21:00:00,28.6,73,0.3,Chennai
2026-08-26 22:00:00,27.4,79,0.3,Chennai
2026-08-26 23:00:00,26.6,83,0.3,Chennai
2026-08-20 00:00:00,26.8,88,0.2,Mumbai
2026-08-20 01:00:00,25.9,91,0.2,Mumbai
2026-08-20 02:00:00,26.7,89,0.2,Mumbai
2026-08-20 03:00:00,26.4,89,0.1,Mumbai
2026-08-20 04:00:00,26.7,85,0.1,Mumbai
2026-08-20 05:00:00,26.8,85,0.1,Mumbai
2026-08-20 06:00:00,26.9,85,0.0,Mumbai
2026-08-20 07:00:00,27.3,83,0.1,Mumbai
2026-08-20 08:00:00,27.7,80,0.3,Mumbai
2026-08-20 09:00:00,28.4,76,0.3,Mumbai
2026-08-20 10:00:00,28.7,75,0.0,Mumbai
2026-08-20 11:00:00,28.8,78,0.1,Mumbai
2026-08-20 12:00:00,29.3,75,0.0,Mumbai
2026-08-20 13:00:00,29.7,69,0.0,Mumbai
2026-08-20 14:00:00,29.7,70,0.0,Mumbai
2026-08-20 15:00:00,29.2,73,0.0,Mumbai
2026-08-20 16:00:00,28.9,74,0.1,Mumbai
2026-08-20 17:00:00,28.4,76,0.1,Mumbai
2026-08-20 18:00:00,27.9,79,0.0,Mumbai
2026-08-20 19:00:00,27.5,80,0.0,Mumbai
2026-08-20 20:00:00,27.4,81,0.0,Mumbai
2026-08-20 21:00:00,27.4,81,0.0,Mumbai
2026-08-20 22:00:00,27.1,82,0.1,Mumbai
2026-08-20 23:00:00,26.5,86,0.3,Mumbai
2026-08-21 00:00:00,26.3,87,0.6,Mumbai
2026-08-21 01:00:00,26.0,90,0.1,Mumbai
2026-08-21 02:00:00,26.2,88,0.1,Mumbai
2026-08-21 03:00:00,26.2,87,0.2,Mumbai
2026-08-21 04:00:00,25.8,88,0.3,Mumbai
2026-08-21 05:00:00,26.1,89,0.3,Mumbai
2026-08-21 06:00:00,26.1,85,0.4,Mumbai
2026-08-21 07:00:00,26.9,82,0.1,Mumbai
2026-08-21 08:00:00,27.9,76,0.1,Mumbai
2026-08-21 09:00:00,28.3,74,0.1,Mumbai
2026-08-21 10:00:00,28.7,73,0.5,Mumbai
2026-08-21 11:00:00,28.7,74,0.2,Mumbai
2026-08-21 12:00:00,28.5,74,0.7,Mumbai
2026-08-21 13:00:00,28.5,74,0.7,Mumbai
2026-08-21 14:00:00,28.0,76,1.0,Mumbai
2026-08-21 15:00:00,27.8,79,0.4,Mumbai
2026-08-21 16:00:00,27.8,79,0.1,Mumbai
2026-08-21 17:00:00,27.6,79,0.1,Mumbai
2026-08-21 18:00:00,27.3,81,0.1,Mumbai
2026-08-21 19:00:00,26.8,84,0.2,Mumbai
2026-08-21 20:00:00,27.2,82,0.1,Mumbai
2026-08-21 21:00:00,27.5,80,0.0,Mumbai
2026-08-21 22:00:00,27.6,78,0.0,Mumbai
2026-08-21 23:00:00,27.2,80,0.1,Mumbai
2026-08-22 00:00:00,26.6,85,0.4,Mumbai
2026-08-22 01:00:00,26.9,84,0.2,Mumbai
2026-08-22 02:00:00,27.0,80,0.1,Mumbai
2026-08-22 03:00:00,26.5,84,0.2,Mumbai
2026-08-22 04:00:00,26.2,87,0.5,Mumbai
2026-08-22 05:00:00,26.0,87,0.5,Mumbai
2026-08-22 06:00:00,25.7,86,0.4,Mumbai
2026-08-22 07:00:00,26.6,86,0.3,Mumbai
2026-08-22 08:00:00,27.1,82,0.3,Mumbai
2026-08-22 09:00:00,28.2,77,0.1,Mumbai
2026-08-22 10:00:00,28.4,77,0.3,Mumbai
2026-08-22 11:00:00,28.1,79,0.8,Mumbai
2026-08-22 12:00:00,28.6,77,0.4,Mumbai
2026-08-22 13:00:00,28.1,79,0.9,Mumbai
2026-08-22 14:00:00,28.4,78,0.4,Mumbai
2026-08-22 15:00:00,27.9,80,0.1,Mumbai
2026-08-22 16:00:00,27.8,81,0.1,Mumbai
2026-08-22 17:00:00,27.7,80,0.1,Mumbai
2026-08-22 18:00:00,27.2,82,0.1,Mumbai
2026-08-22 19:00:00,27.0,84,0.1,Mumbai
2026-08-22 20:00:00,27.2,82,0.1,Mumbai
2026-08-22 21:00:00,27.0,84,0.2,Mumbai
2026-08-22 22:00:00,26.9,84,0.1,Mumbai
2026-08-22 23:00:00,26.7,85,0.2,Mumbai
2026-08-23 00:00:00,26.5,86,0.5,Mumbai
2026-08-23 01:00:00,26.8,86,0.2,Mumbai
2026-08-23 02:00:00,26.8,87,0.0,Mumbai
2026-08-23 03:00:00,26.5,88,0.0,Mumbai
2026-08-23 04:00:00,26.4,88,0.1,Mumbai
2026-08-23 05:00:00,26.6,86,0.1,Mumbai
2026-08-23 06:00:00,26.6,86,0.2,Mumbai
2026-08-23 07:00:00,26.7,84,0.2,Mumbai
2026-08-23 08:00:00,27.1,84,0.4,Mumbai
2026-08-23 09:00:00,27.7,80,0.3,Mumbai
2026-08-23 10:00:00,28.1,80,0.2,Mumbai
2026-08-23 11:00:00,28.2,80,0.4,Mumbai
2026-08-23 12:00:00,28.4,80,0.2,Mumbai
2026-08-23 13:00:00,28.7,79,0.1,Mumbai
2026-08-23 14:00:00,28.4,81,0.3,Mumbai
2026-08-23 15:00:00,28.4,80,0.0,Mumbai
2026-08-23 16:00:00,27.9,82,0.1,Mumbai
2026-08-23 17:00:00,27.6,82,0.2,Mumbai
2026-08-23 18:00:00,27.2,84,0.3,Mumbai
2026-08-23 19:00:00,27.2,83,0.1,Mumbai
2026-08-23 20:00:00,27.1,85,0.2,Mumbai
2026-08-23 21:00:00,27.1,85,0.2,Mumbai
2026-08-23 22:00:00,26.8,87,0.2,Mumbai
2026-08-23 23:00:00,26.5,89,0.1,Mumbai
2026-08-24 00:00:00,26.6,87,0.1,Mumbai
2026-08-24 01:00:00,26.5,89,0.1,Mumbai
2026-08-24 02:00:00,25.9,89,0.2,Mumbai
2026-08-24 03:00:00,26.5,82,0.5,Mumbai
2026-08-24 04:00:00,26.6,83,0.2,Mumbai
2026-08-24 05:00:00,26.5,85,0.4,Mumbai
2026-08-24 06:00:00,26.7,85,0.1,Mumbai
2026-08-24 07:00:00,27.0,84,0.1,Mumbai
2026-08-24 08:00:00,27.3,83,0.1,Mumbai
2026-08-24 09:00:00,27.7,82,0.2,Mumbai
2026-08-24 10:00:00,28.0,81,0.2,Mumbai
2026-08-24 11:00:00,28.3,80,0.2,Mumbai
2026-08-24 12:00:00,28.5,79,0.3,Mumbai
2026-08-24 13:00:00,28.7,79,0.3,Mumbai
2026-08-24 14:00:00,28.7,79,0.3,Mumbai
2026-08-24 15:00:00,28.4,79,0.4,Mumbai
2026-08-24 16:00:00,28.0,80,0.4,Mumbai
2026-08-24 17:00:00,27.6,81,0.4,Mumbai
2026-08-24 18:00:00,27.2,83,0.2,Mumbai
2026-08-24 19:00:00,26.9,85,0.2,Mumbai
2026-08-24 20:00:00,26.7,87,0.2,Mumbai
2026-08-24 21:00:00,26.7,87,0.1,Mumbai
2026-08-24 22:00:00,26.8,88,0.1,Mumbai
2026-08-24 23:00:00,26.8,88,0.1,Mumbai
2026-08-25 00:00:00,26.5,89,0.2,Mumbai
2026-08-25 01:00:00,26.1,90,0.2,Mumbai
2026-08-25 02:00:00,25.9,90,0.2,Mumbai
2026-08-25 03:00:00,26.1,89,0.2,Mumbai
2026-08-25 04:00:00,26.4,88,0.2,Mumbai
2026-08-25 05:00:00,26.7,86,0.2,Mumbai
2026-08-25 06:00:00,26.9,86,0.0,Mumbai
2026-08-25 07:00:00,27.1,85,0.0,Mumbai
2026-08-25 08:00:00,27.3,84,0.0,Mumbai
2026-08-25 09:00:00,27.8,82,0.1,Mumbai
2026-08-25 10:00:00,28.3,80,0.1,Mumbai
2026-08-25 11:00:00,28.7,78,0.1,Mumbai
2026-08-25 12:00:00,28.9,78,0.5,Mumbai
2026-08-25 13:00:00,29.0,78,0.5,Mumbai
2026-08-25 14:00:00,28.9,78,0.5,Mumbai
2026-08-25 15:00:00,28.5,79,0.1,Mumbai
2026-08-25 16:00:00,28.0,81,0.1,Mumbai
2026-08-25 17:00:00,27.7,83,0.1,Mumbai
2026-08-25 18:00:00,27.6,83,0.1,Mumbai
2026-08-25 19:00:00,27.6,82,0.1,Mumbai
2026-08-25 20:00:00,27.6,82,0.1,Mumbai
2026-08-25 21:00:00,27.4,83,0.0,Mumbai
2026-08-25 22:00:00,27.2,84,0.0,Mumbai
2026-08-25 23:00:00,27.0,85,0.0,Mumbai
2026-08-26 00:00:00,26.8,86,0.1,Mumbai
2026-08-26 01:00:00,26.5,87,0.1,Mumbai
2026-08-26 02:00:00,26.4,88,0.1,Mumbai
2026-08-26 03:00:00,26.4,87,0.2,Mumbai
2026-08-26 04:00:00,26.6,86,0.2,Mumbai
2026-08-26 05:00:00,26.7,86,0.2,Mumbai
2026-08-26 06:00:00,27.0,85,0.1,Mumbai
2026-08-26 07:00:00,27.3,83,0.1,Mumbai
2026-08-26 08:00:00,27.6,82,0.1,Mumbai
2026-08-26 09:00:00,27.9,81,0.2,Mumbai
2026-08-26 10:00:00,28.2,79,0.2,Mumbai
2026-08-26 11:00:00,28.5,78,0.2,Mumbai
2026-08-26 12:00:00,27.6,82,0.2,Mumbai
2026-08-26 13:00:00,27.6,81,0.2,Mumbai
2026-08-26 14:00:00,27.6,80,0.2,Mumbai
2026-08-26 15:00:00,27.5,80,0.2,Mumbai
2026-08-26 16:00:00,27.4,80,0.2,Mumbai
2026-08-26 17:00:00,27.4,80,0.2,Mumbai
2026-08-26 18:00:00,27.3,80,0.2,Mumbai
2026-08-26 19:00:00,27.2,81,0.2,Mumbai
2026-08-26 20:00:00,27.0,82,0.2,Mumbai
2026-08-26 21:00:00,26.9,84,0.2,Mumbai
2026-08-26 22:00:00,26.8,85,0.2,Mumbai
2026-08-26 23:00:00,26.7,86,0.2,Mumbai
